,row,species,sp,site,era,date,nest1,nest2,nest3,nest3note,sampleUnit,size1mm,habitat,tideHTm,lat,long,Shaw_hab,notes,notes2
8166,9437,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,14.7,bare rock,,36.62183N,121.90516W,NA,,
8167,9438,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,14.7,bare rock,,36.62183N,121.90516W,NA,,
8168,9439,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,14.7,bare rock,,36.62183N,121.90516W,NA,,
8169,9440,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,14.7,bare rock,,36.62183N,121.90516W,NA,,
8170,9441,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,14.7,bare rock,,36.62183N,121.90516W,NA,,
8171,9442,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,14.7,bare rock,,36.62183N,121.90516W,NA,,
8172,9443,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,14.7,bare rock,,36.62183N,121.90516W,NA,,
8173,9444,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,14.7,bare rock,,36.62183N,121.90516W,NA,,
8174,9445,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,15.7,bare rock,,36.62183N,121.90516W,NA,,
8175,9446,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,15.7,bare rock,,36.62183N,121.90516W,NA,,
8176,9447,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,15.7,bare rock,,36.62183N,121.90516W,NA,,
8177,9448,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,15.7,bare rock,,36.62183N,121.90516W,NA,,
8178,9449,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,15.7,bare rock,,36.62183N,121.90516W,NA,,
8179,9450,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,15.7,bare rock,,36.62183N,121.90516W,NA,,
8180,9451,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,15.7,bare rock,,36.62183N,121.90516W,NA,,
8181,9452,Littorina.keenae,LIKE,HighRock,past,14/06/1947,zoneD,area1,NA,NA,,15.7,bare rock,,36.62183N,121.90516W,NA,,
8182,9453,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8183,9454,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8184,9455,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8185,9456,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8186,9457,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8187,9458,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,,
8188,9459,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,,
8189,9460,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,,
8190,9461,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,,
8191,9462,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,,
8192,9463,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,,
8193,9464,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,,
8194,9465,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,,
8195,9466,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,,
8196,9467,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,,
8197,9468,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,,
8198,9469,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8199,9470,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8200,9471,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8201,9472,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8202,9473,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8203,9474,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8204,9475,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8205,9476,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8206,9477,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8207,9478,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8208,9479,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8209,9480,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8210,9481,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8211,9482,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8212,9483,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8213,9484,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,,
8214,9485,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8215,9486,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8216,9487,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8217,9488,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8218,9489,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8219,9490,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8220,9491,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8221,9492,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8222,9493,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8223,9494,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8224,9495,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8225,9496,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8226,9497,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8227,9498,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8228,9499,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,,
8229,9500,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8230,9501,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8231,9502,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8232,9503,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8233,9504,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8234,9505,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8235,9506,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8236,9507,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8237,9508,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8238,9509,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8239,9510,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8240,9511,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8241,9512,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8242,9513,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8243,9514,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8244,9515,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,,
8245,9516,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8246,9517,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8247,9518,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8248,9519,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8249,9520,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8250,9521,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8251,9522,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8252,9523,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8253,9524,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8254,9525,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8255,9526,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8256,9527,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8257,9528,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8258,9529,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8259,9530,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,,
8260,9531,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,,
8261,9532,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,,
8262,9533,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,,
8263,9534,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,,
8264,9535,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,,
8265,9536,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,,
8266,9537,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,,
8267,9538,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,,
8268,9539,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,,
8269,9540,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,,
8270,9541,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,,
8271,9542,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,,
8272,9543,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,,
8273,9544,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,,
8274,9545,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,,
8275,9546,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,,
8276,9547,Chlorostoma.funebralis,CHFU,Wara.B,past,1/06/1963,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,,
8277,9548,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,,
8278,9549,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8279,9550,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8280,9551,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8281,9552,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8282,9553,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8283,9554,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8284,9555,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8285,9556,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8286,9557,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8287,9558,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8288,9559,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8289,9560,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8290,9561,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8291,9562,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8292,9563,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,,
8293,9564,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8294,9565,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8295,9566,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8296,9567,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8297,9568,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8298,9569,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8299,9570,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8300,9571,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8301,9572,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8302,9573,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8303,9574,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8304,9575,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8305,9576,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8306,9577,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8307,9578,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8308,9579,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8309,9580,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8310,9581,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8311,9582,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8312,9583,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8313,9584,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8314,9585,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8315,9586,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8316,9587,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8317,9588,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8318,9589,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8319,9590,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8320,9591,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8321,9592,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8322,9593,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8323,9594,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8324,9595,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8325,9596,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8326,9597,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8327,9598,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8328,9599,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8329,9600,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8330,9601,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8331,9602,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8332,9603,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8333,9604,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8334,9605,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8335,9606,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8336,9607,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8337,9608,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8338,9609,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,,
8339,9610,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8340,9611,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8341,9612,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8342,9613,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8343,9614,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8344,9615,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8345,9616,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8346,9617,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8347,9618,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8348,9619,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8349,9620,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8350,9621,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8351,9622,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8352,9623,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8353,9624,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8354,9625,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
8355,9626,Chlorostoma.funebralis,CHFU,Wara.D,past,1/06/1963,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,,
