study,studySub,species,sp,site,era,date,nest1,nest2,nest3,nest3note,sampleUnit,size1mm,habitat,tideHTm,lat,long
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,30,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,31,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,32,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,33,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,33,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,33,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,33,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,33,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,33,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,33,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,33,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,33,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,33,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,33,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,33,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,34,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,35,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,36,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,37,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,38,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,39,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
HHWK,NA,Nucella.lamellosa,NULA,"False Bay, WA",past,7/15/1964,Lo 1,,,,Lo 1,40,boulder with ulva on sediment, ,48.481781N,123.068522W
