"","study","studySub","species","sp","site","era","date","nest1","nest2","nest3","nest3note","sampleUnit","size1mm","habitat","tideHTm","lat","long","Shaw_hab","notes","notes2","size1mm_rand","year"
"372","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",39.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.1,2017
"373","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",39.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.9,2017
"374","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.2,2017
"375","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",32.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.5,2017
"376","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.7,2017
"377","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",41.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",41.4,2017
"378","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",37.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.7,2017
"379","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",34.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.4,2017
"380","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",44.1,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",44.1,2017
"381","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",40.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",40.2,2017
"382","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",30.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.5,2017
"383","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",36.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.4,2017
"384","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",37.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.4,2017
"385","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.3,2017
"386","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",36.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.6,2017
"387","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",42.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",42.6,2017
"388","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",37.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.7,2017
"389","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",43.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",43.9,2017
"390","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",35.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",35.3,2017
"391","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",34.8,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.8,2017
"392","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",36.3,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",36.3,2017
"393","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",27.9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.9,2017
"394","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",34.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",34.7,2017
"395","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",32.2,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",32.2,2017
"396","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",37,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37,2017
"397","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",39.5,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",39.5,2017
"398","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",37.6,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.6,2017
"399","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",37.4,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",37.4,2017
"400","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","present","7/10/2017","Lo 1",NA,NA,NA,"Lo 1",31.7,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",31.7,2017
"401","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",9,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",8.97095040185377,1964
"402","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",11,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",10.1349844476208,1964
"403","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",18,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",18.1909111822024,1964
"404","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",22,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",22.1238198908977,1964
"405","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",25,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",25.8239903319627,1964
"406","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",25,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",24.970868748147,1964
"407","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",25,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",24.0666355746798,1964
"408","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",25,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",24.2195360185578,1964
"409","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",25,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",24.7790408665314,1964
"410","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",26,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.0647297585383,1964
"411","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",26,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",25.0722331744619,1964
"412","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",26,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",25.6772292288952,1964
"413","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",26,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.7468801131472,1964
"414","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",26,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.7141838292591,1964
"415","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",26,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.7034811978228,1964
"416","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",26,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",25.0426417295821,1964
"417","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",26,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.4856614368036,1964
"418","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",26,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",25.3167410371825,1964
"419","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.6444122442044,1964
"420","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.347181762103,1964
"421","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.5452383826487,1964
"422","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.5852868021466,1964
"423","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.1778742270544,1964
"424","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.5886598629877,1964
"425","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.9470287472941,1964
"426","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.2763488506898,1964
"427","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.3014550548978,1964
"428","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.0622394294478,1964
"429","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.2907064147294,1964
"430","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.1380573716015,1964
"431","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.9310806603171,1964
"432","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.0172734311782,1964
"433","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.0599238481373,1964
"434","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",27,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",26.4408476017416,1964
"435","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.0444917432033,1964
"436","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.3401161828078,1964
"437","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.1363455862738,1964
"438","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.4540799316019,1964
"439","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.6241153283045,1964
"440","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.3830701778643,1964
"441","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.7240366106853,1964
"442","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.9141252967529,1964
"443","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.5664137080312,1964
"444","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.5488155591302,1964
"445","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.2352569117211,1964
"446","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",27.5451016332954,1964
"447","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",28,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.4091216740198,1964
"448","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.9087215848267,1964
"449","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.8300725119188,1964
"450","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.1413140003569,1964
"451","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.6866369745694,1964
"452","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.0043088840321,1964
"453","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.2838535895571,1964
"454","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.9750113096088,1964
"455","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.8037151489407,1964
"456","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.4412964140065,1964
"457","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.8321693032049,1964
"458","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.0182852228172,1964
"459","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.4025537059642,1964
"460","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",28.2187298219651,1964
"461","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.4081890578382,1964
"462","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.0976868551224,1964
"463","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.6108959461562,1964
"464","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",29,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.5994757362641,1964
"465","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.639045201242,1964
"466","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.8754670601338,1964
"467","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.0139554305933,1964
"468","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.677602654323,1964
"469","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.7695824778639,1964
"470","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.8998262183741,1964
"471","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.4616067362949,1964
"472","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.4027019222267,1964
"473","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.0227645896375,1964
"474","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.0145908598788,1964
"475","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.5799589683302,1964
"476","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.8452749103308,1964
"477","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.5762012153864,1964
"478","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.991460560821,1964
"479","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.8167558382265,1964
"480","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.7376700513996,1964
"481","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.9870155821554,1964
"482","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.8396902224049,1964
"483","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.0302574173547,1964
"484","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.3999822312035,1964
"485","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.2674134206027,1964
"486","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.9866892118007,1964
"487","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.3801097245887,1964
"488","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.7214235085994,1964
"489","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.1449448266067,1964
"490","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",30,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",29.6968759931624,1964
"491","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.3019473422319,1964
"492","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.404406611342,1964
"493","Hayford-King",NA,"Nucella.lamellosa","NULA","False Bay, WA","past","7/15/1964","Lo 1",NA,NA,NA,"Lo 1",31,"boulder with ulva on sediment",NA,48.481781,-123.068522,NA,"","",30.7958766533993,1964
